chr17	13812739	13812680	2.3039126
chr17	8760421	8760480	2.3913348
chr17	44503584	44503525	2.0151665
chr12	110983302	110983243	2.7099345
chr2	128217604	128217545	5.038758
chr17	71224133	71224192	2.3658962
chr8	122789197	122789138	2.2939339
chr6	100517199	100517140	2.901734
chr6	121038012	121037953	2.9011755
chr18	54122702	54122761	2.2560575
chr17	66831861	66831920	2.3124216
chr6	86798983	86799042	2.1939375
chr18	75523653	75523712	5.6731076
chr2	77151618	77151677	3.2791772
chr6	47967755	47967696	2.1144505
chr2	128212284	128212225	2.0494535
chr17	15226822	15226763	2.684856
chr7	3338823	3338764	2.002971
chr8	59985479	59985420	2.3470776
chr3	85783349	85783408	2.5642602
chrX	11671466	11671407	2.1272643
chr10	96097464	96097523	2.7328527
chrX	18734344	18734285	2.9139023
chr13	19618560	19618501	2.6575365
chr16	93135579	93135520	2.006612
chr10	66386287	66386346	3.861069
chr3	125556346	125556287	2.6762848
chr13	104597630	104597571	2.2618124
chr4	53315851	53315910	3.0185218
chr2	116802710	116802651	3.109656
chr10	81111850	81111791	2.6142864
chr13	98579229	98579288	4.7399273
chr10	120152460	120152401	2.5288718
chr3	137744052	137744111	3.1066048
chr1	152007845	152007786	2.701025
chr14	115444409	115444350	2.4679637
chr3	30049009	30048950	2.380248
chr4	141102164	141102105	2.2813187
chr15	58985222	58985281	2.5254989
chr13	56291902	56291961	5.427823
chr5	121670655	121670596	4.0422983
chr2	128250182	128250241	2.0475008
chrX	18734247	18734188	2.9061732
chrX	102232579	102232520	3.1659462
chr15	12125439	12125380	2.220278
chr16	4869068	4869127	2.69218
chr5	123585986	123586045	2.0785174
chr6	50352443	50352384	3.005652
chr5	122060118	122060177	3.2253597
chr4	21686763	21686822	2.0645459
chr1	182439170	182439111	3.267235
chr9	61076237	61076178	2.8364573
chr3	95457436	95457377	2.0548098
chr13	70760148	70760089	2.0693514
chr13	64053986	64054045	4.2338047
chr11	69193492	69193551	3.2457469
chr19	21369313	21369254	2.9343424
chr11	60735102	60735161	2.408518
chr9	27155730	27155789	2.231188
chr8	10900045	10899986	2.0182087
chr15	76244708	76244649	2.5253356
chr5	152006844	152006785	2.4058778
chr2	145506629	145506688	2.812621
chr12	110750166	110750107	2.6947408
chr15	96990618	96990677	2.1140883
chr13	104597497	104597438	2.270595
chr15	79285845	79285786	2.1545227
chr10	121506383	121506324	3.4429317
chr17	84477739	84477680	2.9231348
chr1	137584329	137584388	4.752985
chr12	10581873	10581932	2.8732126
chr17	31694671	31694730	2.12344
chr4	54865650	54865591	2.201706
chr11	120049882	120049941	3.824588
chr3	37548188	37548129	2.2505953
chr4	134866453	134866512	2.8238404
chr9	96677789	96677848	4.2164536
chr18	5574982	5575041	3.120891
chr16	59597167	59597108	2.757533
chr2	75496818	75496877	2.9056444
chr5	37064036	37064095	2.71164
chr10	21466682	21466741	3.0832067
chr1	100608814	100608873	2.395077
chr15	74462113	74462054	2.5401156
chr17	84477553	84477494	3.076288
chrX	148733351	148733292	3.7828815
chr13	52071833	52071892	3.934998
chr7	26057054	26056995	2.0533206
chr13	70776606	70776665	3.1911144
chr13	62771793	62771852	3.208433
chr1	93815364	93815423	2.1687837
chrX	102586209	102586268	2.3188856
chr12	110653497	110653556	2.624822
chr2	128249465	128249524	2.2352521
chr17	33441423	33441482	2.206767
chr5	112231326	112231385	2.8455694
chr4	131737855	131737796	2.2257009
chr3	37546733	37546792	2.555404
chr4	128060226	128060285	3.8781478
chr13	53113669	53113728	2.3844972
chr8	108154065	108154006	2.3290052
chr17	87490164	87490223	3.1347756
chr19	6275987	6275928	2.5490932
chr12	89459486	89459427	2.5798087
chr2	172344068	172344009	3.642235
chr12	109994953	109994894	4.854219
chr1	92419655	92419714	2.5462127
chr2	116797260	116797319	2.0902529
chr18	61806798	61806857	2.3214464
chr11	103012750	103012809	2.3576927
chr16	9260029	9259970	3.359205
chr11	104308863	104308804	3.2716877
